UMAP1,UMAP2,Cluster,Tweet,Cluster_Label
14.970496,10.103957,91,Night structure something Democrat speak future protect.,"Cluster 91: republican, democratic, democrat"
12.237914,8.838508,-1,Computer reduce must generation drop trial.,Noise
13.758757,8.722512,57,Husband stock stand market economic threat none husband much country live customer end.,"Cluster 57: house, claim, property"
13.029831,10.4892025,-1,Thing analysis if us common detail.,Noise
11.34667,9.992527,118,Down measure measure light receive work the foreign chair role community try.,"Cluster 118: unit, check, order"
13.3732,10.264773,135,Tell too kid again win suggest hard business hard late culture amount foot.,"Cluster 135: hard, respond, culture"
12.388424,11.761114,-1,Family hear near dark five boy measure point long blue case.,Noise
9.412234,12.665192,6,Often phone join hospital time its score discuss fish south.,"Cluster 6: begin, music, fish"
10.3882475,9.934279,-1,Outside everybody week us care site sure also us.,Noise
11.308669,11.524552,96,Single such consumer here beautiful inside home three popular item deep thought.,"Cluster 96: home, shake, wonder"
14.140217,11.42799,-1,Available another audience off PM tonight teacher middle.,Noise
14.296048,11.181551,-1,Cost deal whole attention really professor leave next.,Noise
13.810251,9.838048,139,Keep relationship at south popular wrong.,"Cluster 139: wrong, south, southern"
12.368039,12.522745,63,Check ten goal point technology sister again her kid.,"Cluster 63: view, sister, daughter"
13.150222,11.916075,-1,Manager choose cold mother item already choose.,Noise
15.282619,10.227835,77,Several finally message person share whatever do pick Republican me.,"Cluster 77: person, cut, republican"
14.121235,12.488198,25,Life live trial year style feel support institution.,"Cluster 25: court, attorney, lawyer"
14.899862,9.723982,90,He single treatment however body region PM vote no decide deep.,"Cluster 90: election, democrat, democratic"
11.652319,9.545189,115,See memory ten final letter enjoy.,"Cluster 115: memory, staff, letter"
13.5415535,9.069232,54,Reduce system economic plan particularly everyone appear.,"Cluster 54: car, particularly, consumer"
13.184158,11.434807,92,Cut per through fire themselves relate gun that.,"Cluster 92: cold, boy, gun"
13.764677,10.541735,134,How fear day article question speech.,"Cluster 134: human, race, fear"
14.633295,9.382786,83,Budget very reflect federal day accept cause deal town as thus authority simple.,"Cluster 83: politics, election, federal"
13.404375,10.731075,142,Particularly product next law book actually prevent every operation source rock.,"Cluster 142: subject, science, scientist"
13.135077,12.052737,100,Two group close school soon little yeah page.,"Cluster 100: mother, board, son"
11.737464,8.863686,-1,Ok energy media pass visit ball.,Noise
12.315036,8.041009,39,Assume green more month thus by front factor environment.,"Cluster 39: energy, environmental, green"
13.227876,8.490592,129,Natural home stay rest window research pay.,"Cluster 129: build, power, stock"
13.859403,11.135849,-1,Would institution friend thus wish his its article need drive general might next.,Noise
14.721623,10.898184,-1,Move step next trouble cold college education design Democrat yet.,Noise
14.532858,9.430913,-1,State let rest that office realize democratic dream only environmental than.,Noise
10.771145,12.326585,37,Believe out ability page race east if painting.,"Cluster 37: project, cold, painting"
11.665386,10.714881,111,Onto guy people region near day TV course common.,"Cluster 111: sign, tv, region"
11.591749,9.10427,149,Down per table realize up risk exist scene even former notice hour operation.,"Cluster 149: wrong, sport, main"
14.392623,9.258701,-1,Sometimes foot century quickly Republican wish itself capital third capital word once.,Noise
12.221377,11.334568,107,Himself back drug street color major two development order son team.,"Cluster 107: pattern, movie, film"
12.621716,8.048158,-1,You choose cold against reduce significant share water join.,Noise
12.926451,9.780197,-1,Top safe team read design outside million avoid.,Noise
12.340927,9.214132,174,Indeed benefit difficult live give threat fill road.,"Cluster 174: benefit, number, east"
13.307722,11.660881,92,Analysis exist three boy fine eight you class edge bill small evening area.,"Cluster 92: cold, boy, gun"
10.07404,10.968845,28,Food not message appear act while team world out second house.,"Cluster 28: eat, require, food"
11.3409815,12.845867,16,Tonight consider enjoy everybody model forward line soldier.,"Cluster 16: policy, military, soldier"
14.5092,10.5188675,84,Someone child successful Congress attack notice support store.,"Cluster 84: administration, leader, congress"
13.852393,9.969014,-1,Democratic focus reality hand discuss lot east true network look.,Noise
13.778396,11.719801,-1,Than region international sell reason institution than per perhaps charge police stop south.,Noise
13.063133,11.109778,122,News scene reveal magazine situation reflect school nor north power few pass.,"Cluster 122: north, reflect, newspaper"
13.757199,9.022651,-1,Wall benefit seven bill pay traditional music name suffer help building care including.,Noise
11.477798,12.9023285,16,Military end senior safe where describe myself whose stuff house wife wide table.,"Cluster 16: policy, military, soldier"
13.617042,8.807174,57,Grow along sit store face must business senior true stock maybe Congress life.,"Cluster 57: house, claim, property"
11.291799,11.836205,95,Per traditional home budget smile anyone.,"Cluster 95: beat, heart, smile"
12.782776,12.142028,101,Listen table human worker age message necessary parent.,"Cluster 101: american, son, father"
10.350889,10.16418,31,Total health heart each letter television glass fact four option lawyer rock one.,"Cluster 31: adult, enter, heart"
14.045361,11.246478,72,Executive without morning standard represent candidate.,"Cluster 72: standard, education, discover"
13.434518,8.169558,-1,All wear very recent evening year compare investment.,Noise
13.397412,12.152209,81,Participant sing between compare player spring class important.,"Cluster 81: fight, sing, brother"
11.929344,12.5190735,59,Discover wind vote second full also she page performance mother such.,"Cluster 59: happen, girl, woman"
10.326969,10.5596695,49,Mrs than piece crime mouth chair.,"Cluster 49: seat, chair, mouth"
13.093519,11.451328,92,Itself hard perform gun couple major loss.,"Cluster 92: cold, boy, gun"
14.094683,12.41246,25,Law support class popular ask white court manager.,"Cluster 25: court, attorney, lawyer"
11.913005,10.93408,-1,Past task sign outside majority shoulder five plan his management picture.,Noise
14.948885,9.530617,-1,Work Democrat notice parent government lose whatever yourself according young risk popular economy.,Noise
10.9686985,10.279516,127,Increase baby leave special decade action treat.,"Cluster 127: letter, sign, hotel"
12.934543,7.336084,5,Foreign voice oil middle social support should ask.,"Cluster 5: wife, high, oil"
11.547479,8.954363,153,Table before they goal radio finish sometimes.,"Cluster 153: table, worry, cup"
14.469588,11.188282,86,Whose everything student mind explain ever.,"Cluster 86: student, teacher, education"
13.871909,9.438393,-1,Day many notice take modern Mr big office response give recently something.,Noise
12.210838,10.192247,-1,Collection over current item the several which perform last throughout military a energy understand.,Noise
12.979027,9.3389435,-1,Lose likely prove yet here system happen agreement believe.,Noise
13.496163,11.992677,-1,Not case paper produce list too study last fight.,Noise
13.142439,13.298061,17,Marriage consumer model represent since bed TV.,"Cluster 17: wife, husband, marriage"
10.660845,10.480425,128,Watch that chair loss us evening nor particular near.,"Cluster 128: support, seat, chair"
14.486213,11.250143,86,Turn free top school for agreement personal bad consumer above watch.,"Cluster 86: student, teacher, education"
14.082282,12.437046,25,Trial which alone it leave somebody be lawyer build necessary arm in.,"Cluster 25: court, attorney, lawyer"
11.516241,11.592198,96,Place shake step I good best rather kid blood.,"Cluster 96: home, shake, wonder"
11.708962,8.79436,-1,Forget main later interview fast throw specific former.,Noise
10.611967,10.5477705,128,Chair break option month woman cause street worry same.,"Cluster 128: support, seat, chair"
12.026354,9.424094,162,Local always goal local international try do this manage receive discuss key thought.,"Cluster 162: local, far, international"
13.95336,12.6964855,25,Everything environment buy that over attorney middle fight.,"Cluster 25: court, attorney, lawyer"
9.937666,9.312125,-1,Option read wind collection responsibility condition new race current drug seven than.,Noise
11.02922,10.247917,127,Operation else yes because recognize hold system bring manage by yeah seat ago.,"Cluster 127: letter, sign, hotel"
13.104484,9.563746,-1,Certain floor live different identify strategy public whatever goal happen money name.,Noise
10.077647,10.882742,28,Thousand still I range environment police question government fear food born character present.,"Cluster 28: eat, require, food"
10.076163,10.872295,28,Heart until agreement administration majority food.,"Cluster 28: eat, require, food"
14.641358,10.362246,84,Congress table upon right race history arm these reason ahead likely reveal.,"Cluster 84: administration, leader, congress"
11.627684,12.9293,16,Difference soldier already wish wife although strong else all.,"Cluster 16: policy, military, soldier"
12.488771,10.614792,168,Lay great should reflect brother less simple language common.,"Cluster 168: check, analysis, discussion"
10.496806,11.411924,-1,Plan church space production necessary music actually determine market summer big character us.,Noise
10.794508,8.895904,106,Coach happen while which concern while attention quickly especially skin.,"Cluster 106: cell, wind, coach"
10.843798,10.9637575,73,Partner fast body remember finish cost.,"Cluster 73: station, ago, radio"
14.238591,9.737537,71,Politics region fear whose take owner instead else around threat.,"Cluster 71: population, vote, president"
9.959036,11.473582,26,Partner else arrive rise though citizen situation hand enough trip kitchen.,"Cluster 26: pretty, wall, kitchen"
13.560774,8.815232,-1,Stock finish threat discover government worry on measure.,Noise
10.118348,8.540564,14,Trade when adult relationship skin theory hospital feel million nice someone apply conference.,"Cluster 14: business, nice, skin"
11.367773,8.113532,20,Agree leg direction region recent sure suddenly remain pressure feeling.,"Cluster 20: bed, plant, pressure"
10.795853,11.614391,94,Away just wife again economic music there by possible modern born rather few.,"Cluster 94: sing, music, song"
10.314901,10.166336,31,Relate perform fall compare describe amount white heart.,"Cluster 31: adult, enter, heart"
12.278701,11.57328,107,Market turn world next senior alone involve reduce film cost.,"Cluster 107: pattern, movie, film"
11.48307,11.1271515,-1,City story him term movie car.,Noise
13.714462,9.825622,139,Carry place serious throw difference every development song institution sure contain government.,"Cluster 139: wrong, south, southern"
12.07339,8.234723,39,Magazine practice already risk main however plant blue better produce worker allow.,"Cluster 39: energy, environmental, green"
12.658739,12.461843,62,Child out between wish same without past daughter anything federal.,"Cluster 62: wish, federal, daughter"
10.870445,13.060693,4,Laugh become us affect skin check bad cause so college.,"Cluster 4: visit, individual, laugh"
14.994318,11.161804,10,Mention major until window take process be simple myself go break.,"Cluster 10: talk, action, major"
12.290278,8.070368,39,Green have serve full recent exactly range sing camera model begin back yeah.,"Cluster 39: energy, environmental, green"
11.489546,7.705832,18,Successful there style without also both total event gas not region you trial.,"Cluster 18: sport, energy, gas"
13.023106,9.202737,157,On Mr price space network minute recent.,"Cluster 157: future, join, network"
14.722824,8.575044,2,Onto financial reason church price tax place across mind also trade lose situation.,"Cluster 2: factor, place, tax"
13.042909,12.1054325,100,Clearly that other story cost late son board.,"Cluster 100: mother, board, son"
13.672724,11.463549,52,Arrive be nothing institution they us something win.,"Cluster 52: possible, space, institution"
12.531732,11.877439,-1,Today no parent least baby surface wall citizen remember do tend rule eight.,Noise
12.2332735,8.391852,39,Still specific at by set their production relate majority environmental turn.,"Cluster 39: energy, environmental, green"
13.239391,10.672479,142,Fire exist trade much consider scientist quality.,"Cluster 142: subject, science, scientist"
14.241716,9.752304,71,Community successful approach vote skill memory culture.,"Cluster 71: population, vote, president"
12.961462,13.012693,17,Toward wife future arm specific already step wall actually growth.,"Cluster 17: wife, husband, marriage"
11.897812,11.09945,108,Us first writer everybody challenge would begin.,"Cluster 108: ability, computer, director"
12.705724,8.658034,137,Project exactly interesting card collection rise charge.,"Cluster 137: power, card, charge"
13.535644,9.803504,-1,Buy high history year although sign too today why war science court half.,Noise
13.272043,11.576054,-1,Professional well determine general realize defense speak involve in three boy.,Noise
13.59786,11.214538,-1,Consider offer future young high begin professional.,Noise
10.609397,9.397098,48,Certain suggest site impact treatment build group just particular fly.,"Cluster 48: response, wonder, fly"
11.4027195,12.8895235,16,Control outside poor whole address official theory remember off soldier above number.,"Cluster 16: policy, military, soldier"
15.255358,10.208165,77,Pull media break evening Republican past thank what American.,"Cluster 77: person, cut, republican"
13.504548,10.427213,-1,Whether official form everybody able level race assume mother simply push million by.,Noise
11.990641,12.647995,59,I season activity direction clear fight her campaign pull including.,"Cluster 59: happen, girl, woman"
11.150553,11.770313,95,Lot third heart section boy finally voice yourself.,"Cluster 95: beat, heart, smile"
11.463171,10.594874,126,Follow positive sometimes shake pay south trade walk central voice.,"Cluster 126: wide, research, yard"
10.020737,9.272606,-1,From treat total strong contain clear.,Noise
14.279434,9.116984,50,Tough heavy so economic social all.,"Cluster 50: week, pay, economic"
13.4438095,10.615006,-1,Fund especially coach here station student science book find reflect offer what common.,Noise
15.142287,10.579312,24,Her Republican field put dinner threat marriage behind Mr.,"Cluster 24: high, teacher, republican"
11.558471,8.84109,153,Him second despite approach well too.,"Cluster 153: table, worry, cup"
9.420834,12.6597185,6,So to at tell so size fish.,"Cluster 6: begin, music, fish"
15.292862,10.147143,77,Its raise wind design off discussion Republican executive small civil once.,"Cluster 77: person, cut, republican"
13.329672,8.70681,125,Kid discover market condition though issue because such must friend.,"Cluster 125: benefit, stock, investment"
13.747972,8.681809,57,However fast own around property sell serve answer prevent factor argue agreement.,"Cluster 57: house, claim, property"
11.623494,12.585185,42,That physical pretty war director indeed word.,"Cluster 42: second, director, war"
9.321049,10.595405,0,Message chair entire necessary station dog well country.,"Cluster 0: pattern, animal, dog"
14.032084,12.485299,25,Million appear bill player scientist stage attorney tend.,"Cluster 25: court, attorney, lawyer"
11.310122,10.846314,-1,Able radio certain party owner recognize yard beautiful feel be long.,Noise
12.003302,9.731627,154,Also fill far race themselves station often.,"Cluster 154: account, memory, ability"
13.446808,12.301487,81,Brother act key start drop turn PM similar source professor who interest ago.,"Cluster 81: fight, sing, brother"
9.456013,12.649708,6,Treat several whom step to them partner fish why hour class research.,"Cluster 6: begin, music, fish"
10.844412,9.699414,64,Understand beautiful own available officer none home wall size rise benefit body.,"Cluster 64: product, community, leg"
10.6637335,10.375218,128,Chair treat some here establish produce.,"Cluster 128: support, seat, chair"
13.184312,10.543403,-1,Than you program need culture civil help minute loss central future room.,Noise
14.869971,8.647029,2,Whether sure see trouble tax choose someone consumer.,"Cluster 2: factor, place, tax"
13.907836,12.527047,25,Town often force court stop group side since down investment.,"Cluster 25: court, attorney, lawyer"
13.698521,9.734722,139,Perform style reason however so into south central than head fine on.,"Cluster 139: wrong, south, southern"
11.301301,10.443691,126,Art never bill point into carry artist rate front.,"Cluster 126: wide, research, yard"
13.18564,13.32909,17,Possible study customer of agreement check despite marriage magazine us view.,"Cluster 17: wife, husband, marriage"
9.336645,10.534426,0,Turn pay room leader dog approach.,"Cluster 0: pattern, animal, dog"
12.540297,8.243802,-1,Surface yes trade year old save property today nearly finish need.,Noise
9.81509,10.747213,-1,Will author benefit wall will nor drop less what reach food young.,Noise
11.177263,9.767437,105,Method floor really particular people decade morning huge.,"Cluster 105: glass, audience, floor"
12.655163,10.191755,144,Task poor relate own word outside.,"Cluster 144: relate, edge, knowledge"
11.591906,9.276058,-1,Catch news light others table piece always protect try bit.,Noise
13.413151,12.427089,-1,Until beyond brother member life perform serious.,Noise
10.110808,8.512338,14,Common visit us concern message dream them away cut energy skin.,"Cluster 14: business, nice, skin"
11.967084,9.062584,89,Partner sort north put will particular without unit.,"Cluster 89: goal, difference, sort"
12.960386,10.976105,-1,Research culture start pick herself body accept behavior deal.,Noise
11.730888,11.773965,121,Space turn machine friend finish serve camera attack star.,"Cluster 121: audience, scene, image"
12.725386,8.613586,137,Question house since charge class use.,"Cluster 137: power, card, charge"
12.446722,12.040429,103,Child culture soon fall edge city full hand appear fall.,"Cluster 103: light, fall, child"
11.5897,12.932007,16,Soldier case traditional catch full there note eight cell goal establish nice wife successful.,"Cluster 16: policy, military, soldier"
14.188506,8.603308,51,Majority kid resource fine use fund bank simple cut mind.,"Cluster 51: cost, born, bank"
12.893791,8.021314,-1,Production important thus simply blue want threat.,Noise
15.085528,10.157121,91,Set history our no within Republican on country scientist.,"Cluster 91: republican, democratic, democrat"
10.911705,10.367904,127,Sit information mean population ask involve together institution mission.,"Cluster 127: letter, sign, hotel"
14.379601,10.448625,78,Party amount too time bit fact.,"Cluster 78: federal, party, interview"
12.237618,9.0138,175,Beat wait notice develop result test.,"Cluster 175: section, prevent, wait"
13.486255,12.288678,81,Generation human at lawyer sit put ahead husband science Mrs.,"Cluster 81: fight, sing, brother"
11.969571,9.330367,163,Last turn but argue paper officer require among great just throw.,"Cluster 163: large, memory, throw"
11.798619,11.61763,121,Collection real audience seven financial Mr before.,"Cluster 121: audience, scene, image"
12.977086,9.6693535,-1,Effect before fact if decide strategy brother.,Noise
12.836223,12.676195,-1,Letter seem girl now father professor experience sound couple.,Noise
13.008867,13.351257,17,Yet traditional take stay major strategy same turn idea husband turn.,"Cluster 17: wife, husband, marriage"
13.613059,9.323987,55,Join city once home Congress produce itself play.,"Cluster 55: wall, country, million"
9.412172,10.675038,0,Rest dark animal citizen agent stand.,"Cluster 0: pattern, animal, dog"
14.722586,10.341073,-1,Political state officer activity make allow drive wait too study TV spring cause.,Noise
14.143603,9.239507,-1,Quite government majority later keep million.,Noise
11.665182,9.852765,-1,Pass behavior situation result population though trip activity message piece by.,Noise
9.759048,9.394477,22,Deep deal if clear drug medical scene mention two entire watch.,"Cluster 22: feeling, service, drug"
13.649344,8.395717,-1,Best probably while type final only detail age financial.,Noise
11.0783415,9.614172,104,Thus similar small or direction explain receive glass quickly religious sort hour of.,"Cluster 104: stand, senior, glass"
11.621902,11.150215,113,Though order class single win audience buy.,"Cluster 113: half, tv, audience"
9.473434,12.608752,6,Fish herself although method door relate war reality coach north million bar affect.,"Cluster 6: begin, music, fish"
13.135134,13.018893,17,Marriage door despite senior consider down that know.,"Cluster 17: wife, husband, marriage"
13.0232525,13.239747,17,Clear because organization customer natural couple.,"Cluster 17: wife, husband, marriage"
12.837356,11.993415,101,Relate simple family dream successful quickly character since several kid stock.,"Cluster 101: american, son, father"
14.26062,11.262047,82,Exist firm store wide sometimes school man myself.,"Cluster 82: worry, teacher, firm"
13.79188,12.128498,-1,Popular later production trial expect community.,Noise
14.310928,11.45438,-1,Decide number teacher including weight may know.,Noise
12.226024,12.573225,-1,Suddenly after per Mrs story red.,Noise
13.101837,9.421831,-1,Source could back statement capital seat art trade talk kind.,Noise
13.9929905,9.856868,-1,Southern staff reality use of quite federal building with.,Noise
14.240194,10.11836,-1,Actually knowledge yard respond write join employee best pressure middle Congress leave way.,Noise
11.638517,12.052919,-1,Thousand writer behind pattern father spring.,Noise
14.431893,11.189786,86,Past official report beautiful buy sense relate until decision student room economy.,"Cluster 86: student, teacher, education"
11.44435,8.769712,153,Though know support ball name career everything force.,"Cluster 153: table, worry, cup"
11.785308,11.072273,-1,Direction work hundred easy audience himself candidate.,Noise
11.395963,9.616068,-1,Produce road unit style letter firm contain in.,Noise
13.327918,10.355739,135,Actually culture raise respond friend its trade draw improve future rest bar.,"Cluster 135: hard, respond, culture"
12.233765,12.867338,67,See ok body rest few Mrs would can less.,"Cluster 67: world, ok, woman"
9.112192,11.696891,11,It claim part about ok song church.,"Cluster 11: stay, despite, church"
13.639592,8.733692,57,Effort have kind property firm city.,"Cluster 57: house, claim, property"
9.468728,12.613614,6,Reveal economy fish dream not what.,"Cluster 6: begin, music, fish"
12.925262,11.858389,-1,Economic mother they light mind nor concern cold imagine group time sure travel.,Noise
12.71351,10.6255245,-1,Want training project former mind wear administration but.,Noise
13.222603,9.890537,-1,From analysis peace yeah development production state its idea into.,Noise
10.305542,12.315783,7,Then cold able try room sea property free their.,"Cluster 7: cold, street, sea"
13.99627,12.355112,25,Executive relate moment surface trial take report look out.,"Cluster 25: court, attorney, lawyer"
12.155456,10.894506,108,Weight hot specific third teach across enter show.,"Cluster 108: ability, computer, director"
13.895669,9.933503,-1,Tell on important serious just reality machine view fight discuss south.,Noise
13.848411,12.027855,-1,Level suffer story little audience crime.,Noise
11.21832,12.240971,-1,Artist shoulder wonder glass moment yourself sign finally ground mind.,Noise
9.631379,9.333211,22,Prove job big effect short home drug enter event arrive shoulder.,"Cluster 22: feeling, service, drug"
10.7559,12.926978,4,Ok others site laugh PM skill according trouble.,"Cluster 4: visit, individual, laugh"
11.241473,11.183165,110,Write decade your sign party everything would tonight kind commercial.,"Cluster 110: decade, sign, commercial"
14.015921,8.925928,-1,Government second region which account former back resource deal.,Noise
10.760775,9.267924,47,Indicate performance know trip finally with fly again.,"Cluster 47: performance, discover, fly"
10.7218485,12.021755,38,Walk want rate leader line painting piece five listen citizen music.,"Cluster 38: arrive, art, artist"
13.115228,9.832566,161,Natural dream reflect I involve development station example work.,"Cluster 161: natural, meeting, development"
14.464907,9.340238,-1,Population dinner feeling itself land end collection focus line rest ago alone political.,Noise
11.38128,9.355975,132,Window partner possible issue final their ago occur.,"Cluster 132: stock, clear, window"
10.843053,11.554403,94,Impact sing usually soon enter class produce free no.,"Cluster 94: sing, music, song"
11.472468,8.952784,153,Only table always nation field the safe wonder represent eat.,"Cluster 153: table, worry, cup"
10.336597,9.640847,-1,Assume rock and treat toward morning young door itself case sit thank.,Noise
9.972789,12.2281275,7,Current mouth mission history pay other respond four.,"Cluster 7: cold, street, sea"
14.2711115,9.39356,-1,Number policy public result five human be no much.,Noise
9.150743,11.715186,11,Behavior teach positive bar enough church.,"Cluster 11: stay, despite, church"
14.77077,9.922003,88,Answer issue what rate natural near movement politics sometimes seek though seven yard.,"Cluster 88: morning, election, politics"
9.623577,9.328971,22,Mother benefit experience fast test off service current yard language art drug government.,"Cluster 22: feeling, service, drug"
12.194248,11.584743,107,Reveal new spend many eight condition somebody film others foreign.,"Cluster 107: pattern, movie, film"
13.214547,10.999567,-1,Determine opportunity budget official prepare television threat soon.,Noise
11.036954,10.389714,127,Maintain reduce hotel stage firm all present tough wonder pattern.,"Cluster 127: letter, sign, hotel"
13.084998,9.271028,157,Social anyone though site store then manager.,"Cluster 157: future, join, network"
13.783495,11.906301,44,Occur performance environment though certain spend one new police drop cut.,"Cluster 44: people, hour, police"
11.039912,13.646527,1,Hair within break campaign pass establish summer his no few.,"Cluster 1: american, training, hair"
13.229331,10.104108,-1,Member start act economy movie deep question approach benefit spring standard behind.,Noise
13.700727,12.129122,-1,Western court police smile business four law remember center clear.,Noise
14.024591,9.1948595,-1,Address man its information certainly economic they just recognize country level enough like.,Noise
12.650997,10.842471,170,Style fine magazine beyond land prevent position new senior next western.,"Cluster 170: peace, magazine, science"
11.932505,10.736361,-1,Might room history force make between through meet now best.,Noise
13.864621,10.969366,-1,Six discussion fine prove TV perhaps be I source pass cause over.,Noise
12.587726,12.60719,-1,Father chance professor whole technology standard cut land necessary girl body.,Noise
10.842384,11.68964,94,Song why office both see however already develop ten able discover case story.,"Cluster 94: sing, music, song"
12.959173,12.085403,101,Then candidate movie son strategy poor answer.,"Cluster 101: american, son, father"
12.794826,11.982246,101,Pressure must present range country allow event seven son actually concern.,"Cluster 101: american, son, father"
12.859496,7.307207,5,Style partner age nice tend generation station oil official game enter up serve.,"Cluster 5: wife, high, oil"
12.125727,11.116418,108,Challenge certain phone like past course hospital painting hand get authority.,"Cluster 108: ability, computer, director"
12.799118,8.788478,-1,Young break trade seek high owner mission.,Noise
9.861092,9.832726,32,Congress people could exist doctor theory receive wait.,"Cluster 32: wait, medical, doctor"
10.918941,8.222112,19,Tree pay hour international reach space fear east customer view.,"Cluster 19: language, pay, tree"
11.237678,12.831151,16,Food image foot you feeling able able already value soldier authority.,"Cluster 16: policy, military, soldier"
11.044482,11.898574,95,Beat view summer sing girl source local issue I director himself feeling.,"Cluster 95: beat, heart, smile"
12.318062,9.4926405,-1,Somebody book such explain seem road reality structure claim argue when us.,Noise
13.278107,7.974148,-1,Rather century change gas fund price let yet then trip paper edge will.,Noise
11.021716,12.200878,-1,Mother nor box though nothing case artist beyond certain.,Noise
10.965554,10.423515,127,Hotel perform owner cause south page reduce coach.,"Cluster 127: letter, sign, hotel"
14.142439,12.466088,25,Single factor yeah cell article claim center simple.,"Cluster 25: court, attorney, lawyer"
9.9730625,12.265611,7,Sister cold evening amount such of various sea sell certainly enter stage myself.,"Cluster 7: cold, street, sea"
10.684537,10.029891,30,Health American difficult believe seat human even growth.,"Cluster 30: pick, great, walk"
10.958661,8.1431465,19,Hear program toward say another kid believe tree respond option travel staff move.,"Cluster 19: language, pay, tree"
13.800362,12.339663,-1,Late would adult both various trial you.,Noise
12.203019,11.305856,107,Require bed under a affect this eye democratic.,"Cluster 107: pattern, movie, film"
9.957044,10.948345,28,Food Mrs some cold book increase probably before travel.,"Cluster 28: eat, require, food"
12.364086,9.047234,-1,Reason stop accept kind success just return source data offer any share.,Noise
13.104641,10.058536,161,Company build generation image forget cause national open simple notice report popular.,"Cluster 161: natural, meeting, development"
11.791429,10.887184,-1,While full shake long affect television ago material.,Noise
11.956071,10.59978,109,Tv community difficult minute fill build live world.,"Cluster 109: live, agent, television"
11.162993,10.0418625,-1,Choose subject between view anything staff majority chair.,Noise
11.081619,9.106675,-1,Although nearly away prevent off new.,Noise
10.781861,11.616405,94,Probably side strong some beautiful music someone century treatment factor moment big.,"Cluster 94: sing, music, song"
14.132642,9.356307,-1,Just both risk kind decide miss policy thought political wall.,Noise
12.5935545,13.168723,-1,Meet heart wonder box effect relationship design.,Noise
11.253807,8.273577,21,Happen sea blue hot need almost suffer success.,"Cluster 21: tree, bed, blue"
13.847996,10.53427,134,Idea PM career case mind term why race.,"Cluster 134: human, race, fear"
15.05643,10.196839,91,Early hit democratic color any radio.,"Cluster 91: republican, democratic, democrat"
11.271398,12.872109,16,Better reality like soldier model bit maybe leg resource forget right last.,"Cluster 16: policy, military, soldier"
9.256626,9.861112,3,Blood onto board argue major very political view.,"Cluster 3: board, operation, blood"
9.47917,12.582816,6,Kitchen worker around change force fish investment enough example miss.,"Cluster 6: begin, music, fish"
13.853542,10.453476,134,Human approach eight common close agree career modern could American perhaps.,"Cluster 134: human, race, fear"
12.591583,11.227248,164,Happy better each affect management move system responsibility range force court rule doctor.,"Cluster 164: happy, discuss, treat"
10.592537,10.521344,128,Chair through support all finally after newspaper pretty painting successful performance.,"Cluster 128: support, seat, chair"
12.499099,8.914185,173,Quickly none despite firm big owner decide prepare lose.,"Cluster 173: wait, range, size"
11.8399935,8.240227,39,Rock push grow product whom southern.,"Cluster 39: energy, environmental, green"
11.143578,10.52594,127,Can place when law better eight inside all successful popular letter.,"Cluster 127: letter, sign, hotel"
12.418489,9.421925,-1,Rate decade keep resource loss shoulder.,Noise
13.45886,9.824464,-1,Series animal life type away just billion.,Noise
13.071742,13.246949,17,Finally arm woman word determine marriage kid simply consider.,"Cluster 17: wife, husband, marriage"
14.545598,10.619511,-1,Realize Mrs politics spend also actually even whose.,Noise
12.02858,9.892092,-1,International task case state indicate begin choose left.,Noise
13.27686,8.871992,-1,Nearly continue order pay wall lose up benefit skin store.,Noise
11.53321,11.345191,114,Page themselves add once arm main another.,"Cluster 114: town, thank, star"
11.314426,12.874999,16,Soldier southern exist small rate difference need physical world enjoy data hear magazine.,"Cluster 16: policy, military, soldier"
14.899261,10.221662,91,Television wonder bed could issue share provide information dark within apply continue understand Democrat.,"Cluster 91: republican, democratic, democrat"
10.180047,10.818613,-1,Represent impact always ground room food until receive kind heavy main fact.,Noise
12.965407,9.466077,156,Chance high wait drop we management contain structure relate become focus.,"Cluster 156: strategy, account, management"
11.584221,10.285798,-1,Deal will officer source garden how list family operation.,Noise
12.038924,8.432343,39,Position same later activity national ten senior environment natural five.,"Cluster 39: energy, environmental, green"
9.933631,11.168769,-1,Trip couple enter resource food poor all up husband within will business.,Noise
11.046445,11.330777,69,He commercial explain who outside boy.,"Cluster 69: writer, beat, sing"
10.680369,11.227111,68,Music something far quality idea where discover radio plan board.,"Cluster 68: rock, radio, music"
12.703473,12.555919,-1,Send themselves success daughter decide call least range know good from board drive.,Noise
10.757762,10.004004,-1,Newspaper recognize where mind house affect end own season million heart growth suffer.,Noise
10.783625,12.338187,37,Prepare question painting project everybody source stand about around itself.,"Cluster 37: project, cold, painting"
10.391038,9.913186,33,Care free follow once ago also will through special front budget.,"Cluster 33: late, health, care"
12.5035515,9.597976,172,Open heavy six quite early maintain group area operation.,"Cluster 172: resource, operation, town"
11.803228,9.531251,-1,Dream leg rise company tell wear open get population fact moment serious.,Noise
10.190252,10.014074,34,Garden hospital whether hospital of medical station gas likely.,"Cluster 34: member, mission, hospital"
9.331246,10.582936,0,Part animal approach individual past choice.,"Cluster 0: pattern, animal, dog"
11.601287,7.844573,18,Event politics gas glass share energy role though ten true however hit practice.,"Cluster 18: sport, energy, gas"
11.147157,13.627224,1,Whatever hundred name two production thing hair bill six hundred citizen.,"Cluster 1: american, training, hair"
